data,detalhes,tipo,5_dia_util,transacoes_negocio
2018-08-12,Congelamento do ambiente; Data comemorativa; Dia dos Pais; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais;,Congelamento,,1.627.905
2018-08-13,Movimento Segunda-Feira; Pós data comemorativa; Aumento do volume de transações para os Canais Digitais e Canais Convencionais;,Alto Risco,,13.218.849
2018-08-14,Dia Produção Sisbr; Movimento Batch – Compe Inferior;,Normal,,11.182.448
2018-08-15,Movimento Batch – Empréstimo 0001; Utilização dos Canais Digitais;,Normal,,10.605.387
2018-08-16,Dia Produção Sisbr; Movimento Batch – Empréstimo 0001; ,Normal,,10.528.042
2018-08-17,,Normal,,10.440.074
2018-08-18,Utilização de Caixa Eletrônico;Utilização dos Canais Digitais;,Normal,,2.802.945
2018-08-19,Utilização de Caixa Eletrônico;Utilização dos Canais Digitais;,Normal,,1.701.834
2018-08-20,Movimento Segunda-Feira; Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; Dia de maior movimento do Sicoobnet Empresarial; ,Alto Risco,,14.340.569
2018-08-21,Dia Produção Sisbr,Normal,,10.884.663
2018-08-22,,Normal,,9.996.390
2018-08-23,Dia Produção Sisbr,Normal,,9.400.076
2018-08-24,,Normal,,9.642.017
2018-08-25,Utilização de Caixa Eletrônico;Utilização dos Canais Digitais;,Normal,,2.633.968
2018-08-26,Utilização de Caixa Eletrônico;Utilização dos Canais Digitais;,Normal,,1.586.978
2018-08-27,Movimento Segunda-Feira; Pagamento de benefícios INSS; Arrecadação de Convênios,Alto Risco,,11.779.657
2018-08-28,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,9.986.051
2018-08-29,Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,9.539.798
2018-08-30,Dia Produção Sisbr; Pagamento de benefícios INSS; Arrecadação de Convênios,Normal,,10.092.627
2018-08-31,Pagamento de benefícios INSS; Arrecadação de Convênios; Liberação Operações de Crédito; Grande Movimento Batch ,Normal,,10.970.286
2018-09-01,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; Processo de Migração/Incorporação; ,Normal,,3.270.337
2018-09-02,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; Processo de Migração/Incorporação; ,Normal,,1.875.529
2018-09-03,"Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; 
Grande volume de transações nas Plataformas de Negócio; Ativação consulta Boleto DDA",Alto Risco,,14.198.158
2018-09-04,Dia Produção Sisbr; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Pagamento de benefícios INSS; Grande volume de transações nas Plataformas de Negócio;,Normal,,11.954.954
2018-09-05,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Pagamento de benefícios INSS;,Normal,,12.801.301
2018-09-06,Congelamento do ambiente; Antecede feriado; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Pagamento de benefícios INSS; Grande volume de transações nas Plataformas de Negócio; ,Congelamento,,13.935.972
2018-09-07,Congelamento do ambiente; Feriado; Independência do Brasil; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais;,Feriado,,2.548.556
2018-09-08,Congelamento do ambiente; Feriado prolongado; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais;,Congelamento,,2.727.418
2018-09-09,Congelamento do ambiente; Feriado prolongado; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais;,Congelamento,,1.931.998
2018-09-10,Pagamento de benefícios INSS; Arrecadação de Convênios; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Previsão de grande movimento; Grande volume de transações nas Plataformas de Negócio; Processamento crítico;,Alto Risco,1,16.589.808
2018-09-11,Dia Produção Sisbr; Pagamento de benefícios INSS; Grande volume de transações nas Plataformas de Negócio; Previsão de grande movimento no SISBR2.0;,Atenção,,12.919.435
2018-09-12,,Normal,,11.200.318
2018-09-13,Dia Produção Sisbr;,Normal,,10.381.647
2018-09-14,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; ,Normal,,10.538.339
2018-09-15,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,2.835.971
2018-09-16,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,1.681.533
2018-09-17,Aumento do volume de transações para os Canais Digitais e Canais Convencionais;Processamento crítico; Grande volume de transações nas Plataformas de Negócio; Movimento Batch – Empréstimo 0001;,Alto Risco,,12.974.058
2018-09-18,Dia Produção Sisbr;,Normal,,10.596.224
2018-09-19,,Normal,,10.179.883
2018-09-20,Dia Produção Sisbr; Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais; ,Atenção,,11.732.823
2018-09-21,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; ,Normal,,10.180.435
2018-09-22,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,2.808.132
2018-09-23,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,1.650.906
2018-09-24,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Grande volume de transações nas Plataformas de Negócio; Processamento crítico; Pagamento de benefícios INSS; Ativação consulta Boleto DDA,Alto Risco,,12.086.485
2018-09-25,Dia Produção Sisbr; Pagamento de benefícios INSS;,Normal,,10.667.890
2018-09-26,Pagamento de benefícios INSS;,Normal,,9.786.002
2018-09-27,Dia Produção Sisbr; Pagamento de benefícios INSS;,Normal,,9.603.455
2018-09-28,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Pagamento de benefícios INSS; ,Normal,,11.015.037
2018-09-29,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; Processo de Migração/Incorporação; ,Normal,,2.846.758
2018-09-30,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; Processo de Migração/Incorporação; ,Normal,,1.777.570
2018-10-01,Processamento crítico; Pagamento de benefícios INSS; Processo de Migração/Incorporação; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Grande volume de transações nas Plataformas de Negócio; ,Alto Risco,,13.834.673
2018-10-02,Dia Produção Sisbr; Pagamento de benefícios INSS; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Grande volume de transações nas Plataformas de Negócio; ,Normal,,11.762.925
2018-10-03,Pagamento de benefícios INSS,Normal,,11.491.572
2018-10-04,Dia Produção Sisbr; Pagamento de benefícios INSS,Normal,,11.157.579
2018-10-05,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Pagamento de benefícios INSS; Arrecadação de Convênios ,Normal,1,14.160.697
2018-10-06,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,3.356.826
2018-10-07,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,1.698.021
2018-10-08,Processamento crítico; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Grande volume de transações nas Plataformas de Negócio; Ativação consulta Boleto DDA,Alto Risco,,13.745.761
2018-10-09,Dia Produção Sisbr; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Grande volume de transações nas Plataformas de Negócio; ,Atenção,,11.917.999
2018-10-10,Arrecadação de Convênios; Arrecadação de GPS,Normal,,13.205.155
2018-10-11,"Congelamento do ambiente; Antecede feriado; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; 
Grande volume de transações nas Plataformas de Negócio; ",Congelamento,,11.872.177
2018-10-12,Congelamento do ambiente; Feriado; Nossa Senhora Aparecida e Dia das Crianças; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Feriado,,2.304.645
2018-10-13,Congelamento do ambiente; Feriado prolongado; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Congelamento,,2.533.407
2018-10-14,Congelamento do ambiente; Feriado prolongado; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Congelamento,,1.737.636
2018-10-15,Processamento crítico; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Grande volume de transações nas Plataformas de Negócio; Movimento Batch – Empréstimo 0001,Alto Risco,,14.971.254
2018-10-16,Dia Produção Sisbr; ,Normal,,11.557.435
2018-10-17,,Normal,,10.580.195
2018-10-18,Dia Produção Sisbr;,Normal,,9.865.731
2018-10-19,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais,Atenção,,11.098.830
2018-10-20,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,2.940.727
2018-10-21,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,1.662.756
2018-10-22,Processamento crítico; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Grande volume de transações nas Plataformas de Negócio; Ativação consulta Boleto DDA,Alto Risco,,13.022.168
2018-10-23,Dia Produção Sisbr;,Normal,,10.391.660
2018-10-24,,Normal,,9.622.434
2018-10-25,Dia Produção Sisbr; Pagamento de benefícios INSS,Normal,,10.066.257
2018-10-26,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Pagamento de benefícios INSS,Normal,,
2018-10-27,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,
2018-10-28,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,
2018-10-29,Processamento crítico; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Grande volume de transações nas Plataformas de Negócio; Pagamento de benefícios INSS,Alto Risco,,
2018-10-30,Dia Produção Sisbr; Pagamento de benefícios INSS,Normal,,
2018-10-31,Pagamento de benefícios INSS; Processo de Migração/Incorporação,Normal,,
2018-11-01,"Congelamento do ambiente; Antecede feriado; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; 
Grande volume de transações nas Plataformas de Negócio; Processo de Migração/Incorporação",Congelamento,,
2018-11-02,Congelamento do ambiente; Feriado; Finados; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Feriado,,
2018-11-03,Congelamento do ambiente; Feriado prolongado; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Congelamento,,
2018-11-04,Congelamento do ambiente; Feriado prolongado; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Congelamento,,
2018-11-05,Processamento crítico; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Grande volume de transações nas Plataformas de Negócio; Ativação consulta Boleto DDA; Pagamento de benefícios INSS; Previsão de grande movimento;,Alto Risco,,
2018-11-06,Dia Produção Sisbr; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Grande volume de transações nas Plataformas de Negócio; Pagamento de benefícios INSS; Previsão de grande movimento no SISBR2.0;,Atenção,,
2018-11-07,Pagamento de benefícios INSS,Normal,,
2018-11-08,Congelamento do ambiente; Pagamento de benefícios INSS,Congelamento,1,
2018-11-09,Congelamento do ambiente; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Pagamento de benefícios INSS,Congelamento,,
2018-11-10,Congelamento do ambiente; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais;,Congelamento,,
2018-11-11,Congelamento do ambiente; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais;,Congelamento,,
2018-11-12,"Processamento crítico; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; 
Grande volume de transações nas Plataformas de Negócio; Arrecadação de Convênios; Previsão de grande movimento; ",Alto Risco,,
2018-11-13,Dia Produção Sisbr; Grande volume de transações nas Plataformas de Negócio; Previsão de grande movimento no SISBR2.0;,Atenção,,
2018-11-14,,Normal,,
2018-11-15,Congelamento do ambiente; Feriado; Proclamação da República; Utilização de Caixa Eletrônico; Utilização dos Canais Digitais,Feriado,,
2018-11-16,Congelamento do ambiente; Pós feriado; Aumento do volume de transações para os Canais Digitais e Canais Convencionais ,Congelamento,,
2018-11-17,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,
2018-11-18,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,
2018-11-19,Processamento crítico; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Grande volume de transações nas Plataformas de Negócio; Movimento Batch – Empréstimo 0001 ,Alto Risco,,
2018-11-20,Dia Produção Sisbr; Arrecadação de GPS; Arrecadação de DARF e DAS; Pagamento de leite das Cooperativas Rurais,Atenção,,
2018-11-21,,Normal,,
2018-11-22,Dia Produção Sisbr; ,Normal,,
2018-11-23,Aumento do volume de transações para os Canais Digitais e Canais Convencionais ,Normal,,
2018-11-24,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,
2018-11-25,Utilização de Caixa Eletrônico; Utilização dos Canais Digitais; ,Normal,,
2018-11-26,Processamento crítico; Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Grande volume de transações nas Plataformas de Negócio; Pagamento de benefícios INSS,Alto Risco,,
2018-11-27,Dia Produção Sisbr; Pagamento de benefícios INSS,Normal,,
2018-11-28,Pagamento de benefícios INSS,Normal,,
2018-11-29,Dia Produção Sisbr; Pagamento de benefícios INSS,Normal,,
2018-11-30,Aumento do volume de transações para os Canais Digitais e Canais Convencionais; Pagamento de benefícios INSS; Processo de Migração/Incorporação,Atenção,,
2018-12-01,,,,
2018-12-02,,,,
2018-12-03,,,,
2018-12-04,,,,
2018-12-05,,,,
2018-12-06,,,,
2018-12-07,,,1,
2018-12-08,,,,
2018-12-09,,,,
2018-12-10,,,,
2018-12-11,,,,
2018-12-12,,,,
2018-12-13,,,,
2018-12-14,,,,
2018-12-15,,,,
2018-12-16,,,,
2018-12-17,,,,
2018-12-18,,,,
2018-12-19,,,,
2018-12-20,,,,
2018-12-21,,,,
2018-12-22,,,,
2018-12-23,,,,
2018-12-24,,,,
2018-12-25,,,,
2018-12-26,,,,
2018-12-27,,,,
2018-12-28,,,,
2018-12-29,,,,
2018-12-30,,,,
2018-12-31,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,1,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,1,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,1,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,1,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,1,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,1,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,1,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,1,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,1,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,1,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,1,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,1,
